url	status	ldjson	h1	title	desc_md5
https://mikof.md/diagnostica.shtml	200	0	0	Diagnosticul contemporan a ochiului	d41d8cd9
https://mikof.md/doctors.shtml	200	0	0	Medici	ce822fe4
https://mikof.md/glaucoma.shtml	200	0	1	Лечение глаукомы эффективно, безопасно и малотравматично	ce822fe4
https://mikof.md/investigatii-oftalmologice.shtml	200	0	1	Un examen clinic oftalmologic complet al vederii fără cheltuieli adăugătoare: Costul – 650 de lei	62ed5856
https://mikof.md/krosslinking.shtml	200	0	1	CROSS-LINKING – O METODĂ CLASICĂ DE TRATAMENT AL KERATOCONUSULUI	2486bf3d
https://mikof.md/lasik-pacient.shtml	200	0	1	Agenda pacientului  Lasik	f24e71dc
https://mikof.md/lazernaia-correctia.shtml	200	0	1	Corecția vederii cu laser	ce822fe4
https://mikof.md/mushki.shtml	200	0	1	“Musculițe zburătoare” în ochi…	7ab0775d
https://mikof.md/newpage16705653602.shtml	200	0	1	Anunt!	8a6de84e
https://mikof.md/newpage1702397072.shtml	200	0	1	SCRENINGUL VEDERII – CHID PENTRU PĂRINȚI	fa6fcbf2
https://mikof.md/newpage1733754212.shtml	200	0	1	Programul de lucru al Centrului de Oftalmologie Microchirurgia ochiului în perioada sărbătorilor de Paște!	e39572d9
https://mikof.md/newpage1756128332.shtml	200	0	1	Drepturile pacientului: standarde europene fundamentale	06f12e95
https://mikof.md/newpage1756128899.shtml	200	0	1	Drepturile și responsabilitățile pacientului în Republica Moldova	508fc121
https://mikof.md/obsledovanie-zrenia.shtml	200	0	1	Examinarea vederii in centru &quot;Microhirugia ochiului&quot; din Chișinău	ce822fe4
https://mikof.md/online-register	200	0	0	Clinic ophthalmologic - Eye Microsurgery - Kishinev center	ce822fe4
https://mikof.md/ore-de-primire.shtml	200	0	1	Orele de primire a medicului-șef	6f855f75
https://mikof.md/pastele-2024.shtml	200	0	1	Anunt!	124a6c76
https://mikof.md/prices.shtml	200	0	0	Price list pe tratamentul bolilor oftolmologice	d41d8cd9
https://mikof.md/question.shtml	200	0	0	Intrebari si raspunsuri	0d48c9c9
https://mikof.md/reviews.shtml	200	0	0	Recenzii	ce822fe4
https://mikof.md/rules.shtml	200	0	0	Regulile generale de efectuare a investigațiilor și de consultare a medicilor în instituția noastră.	d41d8cd9
https://mikof.md/service/10	200	0	0	Keratometria computerizată	3417b186
https://mikof.md/service/12	200	0	0	Oftalmoscopia	00470521
https://mikof.md/service/13	200	0	0	Biomicroscopia	e99b5f9d
https://mikof.md/service/16	200	0	0	Biometria computerizată	48e44bd3
https://mikof.md/service/17	200	0	0	Pachimetria computerizată cu ultrasunet	1dc49762
https://mikof.md/service/18	200	0	0	Topografie compurizată	7008cf80
https://mikof.md/service/19	200	0	0	Examinarea cu lentila Goldman	339fd9a4
https://mikof.md/service/24	200	0	0	Tonometrie computerizată non-contact	c3501116
https://mikof.md/service/25	200	0	0	Determinarea sensibilitații retinei și a labilității nervului optic	ce822fe4
https://mikof.md/service/28	200	0	0	Aberometria	4bedd811
https://mikof.md/service/29	200	0	0	Perimetria computerizată	1302f434
https://mikof.md/service/30	200	0	0	Tonografie computerizată	e6147847
https://mikof.md/service/31	200	0	0	Gonioscopie	4e4e96ed
https://mikof.md/service/32	200	0	0	Ultrasonografia ochiului	bc0f8157
https://mikof.md/service/34	200	0	0	Tomografia în coerență optică (OCT) a retinei, nervului optic și corneei	62ec15d2
https://mikof.md/service/35	200	0	0	Cataractă	5948d303
https://mikof.md/service/36	200	0	0	Glaucom	7551c9f6
https://mikof.md/service/37	200	0	0	Strabism	ce822fe4
https://mikof.md/service/38	200	0	0	Angiografia fluorescentă	ce822fe4
https://mikof.md/service/39	200	0	0	Aprecierea acuițății vizuale	ce822fe4
https://mikof.md/service/40	200	0	0	Astigmatism	8482c201
https://mikof.md/service/41	200	0	0	Miopie	31a38b44
https://mikof.md/service/42	200	0	0	Hipermetropie	b61019f4
https://mikof.md/service/43	200	0	0	Keratoconus	ce822fe4
https://mikof.md/service/45	200	0	0	Dezlipire de retină	ce822fe4
https://mikof.md/service/46	200	0	0	Pterigion	ce822fe4
https://mikof.md/service/47	200	0	0	Șalazion	ce822fe4
https://mikof.md/service/48	200	0	0	Laser coagularea retinei	ce822fe4
https://mikof.md/service/52	200	0	0	Yag-laser discizia capsulei posterioare a cristalinului	ce822fe4
https://mikof.md/service/53	200	0	0	Tratamentul glaucomei cu laser	a53a3ba4
https://mikof.md/service/54	200	0	0	Diagnostica	ce822fe4
https://mikof.md/service/55	200	0	0	Videolaringoscopie	ce822fe4
https://mikof.md/service/56	200	0	0	Rinomanometrie	ce822fe4
https://mikof.md/service/57	200	0	0	Audiometrie	ce822fe4
https://mikof.md/service/58	200	0	0	Impedansonometrie	ce822fe4
https://mikof.md/service/59	200	0	0	Deviația septului nazal	ce822fe4
https://mikof.md/service/60	200	0	0	Amigdalăctomia	ce822fe4
https://mikof.md/service/61	200	0	0	Adenotomie	ce822fe4
https://mikof.md/service/62	200	0	0	Electrocardiograma	ce822fe4
https://mikof.md/service/63	200	0	0	Monitorizare diurnă a ECG	ce822fe4
https://mikof.md/service/64	200	0	0	Monitorizare diurnă tensiunei arteriale	ce822fe4
https://mikof.md/service/65	200	0	0	Monitorizare diurnă a săturare sîngelui cu axigen	ce822fe4
https://mikof.md/service/66	200	0	0	Consultația terapeut	ce822fe4
https://mikof.md/service/67	200	0	0	YAG-LASER Vitreolysis	d1d3c203
https://mikof.md/service/68	200	0	0	Cursul de stimulare (VCKuser)	6d4fc3f1
https://mikof.md/service/69	200	0	0	Miopia	37722690
https://mikof.md/service/70	200	0	0	Lasik	5407aeef
https://mikof.md/service/9	200	0	0	Refractometria computerizată	76960ec7
https://mikof.md/services.shtml	200	0	0	Servicele în domeniul oftolmologiei	d41d8cd9
https://mikof.md/smile_pro_microchirurgia_ochiului.shtml	200	0	1	SMILE Pro — ce este?	d3e5cb6b
https://mikof.md/topografia-rogoviti.shtml	200	0	1	“Microchirurgia ochiului”-  Un pas nou în examinarea topografiei corneei cu camera Scheimpflug	60d1ea55
https://mikof.md/visumax.shtml	200	0	2	SMILE Pro pe VisuMax 800 — corecție laser a vederii	baec808b
https://mikof.md/ru/service/32	200	0	0	Узи глаза	4c1e3054
https://mikof.md/ru/service/34	200	0	0	Оптическая когерентная томография (ОКТ) сетчатки, зрительного нерва и роговицы	ac13193c
https://mikof.md/ru/service/35	200	0	0	Катаракта	6f7fc3ae
https://mikof.md/ru/service/36	200	0	0	Глаукома	b92a4631
https://mikof.md/ru/service/37	200	0	0	Косоглазие	67ab80b5
https://mikof.md/ru/service/38	200	0	0	Флуоресцентная ангиография (ФАГ)	8e713492
https://mikof.md/ru/service/40	200	0	0	Астигматизм	d8abe4db
https://mikof.md/ru/service/41	200	0	0	Близорукость - Миопия	bb1077c0
https://mikof.md/ru/service/42	200	0	0	Гиперметропия	8825f4da
https://mikof.md/ru/service/43	200	0	0	Кератоконус	11d8c1ce
https://mikof.md/ru/service/45	200	0	0	Отслойка сетчатки	67ab80b5
https://mikof.md/ru/service/46	200	0	0	Птеригиум	67ab80b5
https://mikof.md/ru/service/47	200	0	0	Халязион	67ab80b5
https://mikof.md/ru/service/59	200	0	0	Искривление перегородки носа	67ab80b5
https://mikof.md/ru/service/60	200	0	0	Удаление миндалин	67ab80b5
https://mikof.md/ru/service/61	200	0	0	Удаление аденоидов	67ab80b5
https://mikof.md/ru/service/62	200	0	0	Электрокардиограмма	67ab80b5
https://mikof.md/ru/service/63	200	0	0	Суточный мониторинг ЭКГ	67ab80b5
https://mikof.md/ru/service/64	200	0	0	Суточный мониторинг артериального давления	67ab80b5
https://mikof.md/ru/service/65	200	0	0	Суточный  мониторинг сатурации крови кислородом	67ab80b5
https://mikof.md/	200	0	0	Clinic ophthalmologic - Eye Microsurgery - Kishinev center	ce822fe4
https://mikof.md/ru/	200	0	0	Офтальмологическая клиника - МИКРОХИРУРГИЯ ГЛАЗА - Кишиневский центр	67ab80b5
https://mikof.md/en/	200	0	0	Clinic ophthalmologic - Eye Microsurgery - Kishinev center	e4a49655
https://mikof-mylechim.vercel.app/	200	0	0	Механика 2 — подмена на список	d41d8cd9
